x,y
7.199999999999999,5.4
8.322,2.1927000000000003
3.8117400000000004,1.8
2.32719,-1.2728009999999998
6.7764,-1.8
8.6073,-4.72227
4.32,-5.4
-0.20153549999999998,-5.388780000000001
-1.8,-1.6941
-3.5999999999999996,1.8
-5.4,-1.6941
-6.9987,-5.388780000000001
-9.0,-2.16
-9.0,2.3657399999999997
-6.7944,5.4
-2.33238,5.4
2.1295800000000003,5.4
6.5916,5.4
